,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,scores,compound,comp_score
1280,"The American people are still waiting to see your tax returns, @realDonaldTrump. What are you hiding?",False,58911,,2019-11-26T01:10:00Z,False,,1199133166050693121,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,9994,False,False,,,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1281,"We must get Donald Trump out of the White House. Once we do, we can:

- Combat climate change
- Rebuild a more incl… https://t.co/tW2V4phcTA",False,13913,,2019-11-26T00:15:00Z,True,,1199119324616617985,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,2252,False,False,,,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.34}",-0.34,neg
1282,I promise you that @DrBiden and I will be the best partners and fiercest advocates in the White House for America’s… https://t.co/58X3idtdSS,False,1774,,2019-11-25T23:31:00Z,True,,1199108251746521089,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,316,False,False,,,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.7579}",0.7579,pos
1283,One of my favorite parts of being on the campaign trail is meeting folks across the country and hearing their stori… https://t.co/C911NxVa1E,False,701,,2019-11-25T22:40:00Z,True,,1199095417205673984,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,169,False,False,,,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.4588}",0.4588,pos
1284,We need to face the facts on climate change: it’s already here and it poses an existential threat to our future.… https://t.co/oMxB9yMAz6,False,2018,,2019-11-25T20:50:00Z,True,,1199067734820057093,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,487,False,False,,,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
1285,".@realDonaldTrump, you're a serial liar and the most corrupt president in modern American history. I can hardly wai… https://t.co/KBWtkU330T",False,21716,,2019-11-25T18:50:00Z,True,,1199037535827030023,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,4165,False,False,,,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
1286,"Today, I join leaders and activists around the world in recommitting to ending violence against women everywhere. D… https://t.co/zpxiw7vBMI",False,3144,,2019-11-25T16:39:00Z,True,,1199004568618782722,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,601,False,False,,,"{'neg': 0.184, 'neu': 0.717, 'pos': 0.099, 'compound': -0.4404}",-0.4404,neg
1287,Our students and educators cannot afford four more years of Donald Trump and Betsy DeVos.,False,21533,,2019-11-25T00:45:00Z,False,,1198764486481629189,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,3031,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1288,"It’s time we remember who we are as Americans: we treat each other with dignity, we leave nobody behind, and we give hate no safe harbor.",False,29022,,2019-11-24T21:10:00Z,False,,1198710380018704384,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,4330,False,False,,,"{'neg': 0.201, 'neu': 0.565, 'pos': 0.234, 'compound': 0.296}",0.296,pos
1289,"Weapons of war have no place in our communities.
 
I’ve successfully taken on the @NRA to ban assault weapons and h… https://t.co/gpBfJyWxxl",False,3415,,2019-11-24T19:56:00Z,True,,1198691757342560258,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,680,False,False,,,"{'neg': 0.515, 'neu': 0.4, 'pos': 0.085, 'compound': -0.9442}",-0.9442,neg
1290,"I’m running for president to build an inclusive middle class where everyone comes along — regardless of race, gende… https://t.co/Q9Y8Ub5lkQ",False,9250,,2019-11-24T02:17:00Z,True,,1198425251551629312,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,1266,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1291,Four more years of Donald Trump will fundamentally alter the character of this nation. We cannot stand by and watch that happen.,False,63223,,2019-11-24T01:24:00Z,False,,1198411913413177347,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,9031,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1292,"Health care is one of the biggest issues in this election. As president, I will ensure health care is a right, not… https://t.co/MsDeZQkosz",False,1590,,2019-11-24T00:42:00Z,True,,1198401343758774273,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,324,False,False,,,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8402}",0.8402,pos
1293,"Climate change is an existential threat to our planet — we must take action. 

As president, not only will I recomm… https://t.co/HNe4E5YOcw",False,8452,,2019-11-23T23:34:00Z,True,,1198384231254233089,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,1864,False,False,,,"{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
1294,"Thank you Tom and Christie Vilsack for your support. Together, we will win Iowa and move this country forward. https://t.co/zuZm2sdGvU",False,2871,,2019-11-23T21:08:48Z,False,,1198347693141172224,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,602,False,False,,,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.8402}",0.8402,pos
1295,"We have to heal the divisions in this country. If we come together and act as one America, there is nothing that we… https://t.co/D7tyWzYrwX",False,1989,,2019-11-15T16:00:00Z,True,,1195370876147027970,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,340,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1296,".@realDonaldTrump, release your taxes or shut up about corruption. https://t.co/u3czWLj5ju",False,78069,,2019-11-15T03:31:56Z,False,,1195182618364596224,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoeBiden,13945,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1297,We are in a battle for the soul of this nation. We’ve always known that Donald Trump’s cruel immigration policies a… https://t.co/eUKwZKuDXW,False,3332,,2019-11-15T03:19:56Z,True,,1195179601053601792,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoeBiden,806,False,False,,,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.7506}",-0.7506,neg
1298,"We will beat the @NRA.

We will pass common-sense reforms. 

We must end our gun violence epidemic.",False,13596,,2019-11-15T01:25:00Z,False,,1195150674813751298,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,1720,False,False,,,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.7579}",-0.7579,neg
1299,"Can you chip in five dollars to ensure our volunteers have the materials they need to talk with voters?

Donate her… https://t.co/pHr2nE9q8S",False,447,,2019-11-15T01:00:00Z,True,,1195144385249198080,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,151,False,False,,,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3818}",0.3818,pos
1300,"I love you too, California! https://t.co/9c3nc2pvM2",False,3732,,2019-11-15T00:32:00Z,False,,1195137336637558785,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,510,False,False,,,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.6696}",0.6696,pos
1301,"If you like your private health insurance plan, you shouldn’t be forced to give it up. If you don't like it, you sh… https://t.co/XDMEx5xd36",False,2438,,2019-11-14T21:14:00Z,True,,1195087508003901440,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,506,False,False,,,"{'neg': 0.103, 'neu': 0.724, 'pos': 0.172, 'compound': 0.25}",0.25,pos
1302,Another school shooting. How long will we go on like this? No kid should fear their safety in school &amp; no parent sh… https://t.co/QvbZ58fCef,False,20686,,2019-11-14T19:35:00Z,True,,1195062594039627781,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,3917,False,False,,,"{'neg': 0.245, 'neu': 0.59, 'pos': 0.165, 'compound': -0.3818}",-0.3818,neg
1303,President Trump campaigned on repairing our nation’s crumbling infrastructure. But after countless “Infrastructure… https://t.co/aOvDuDvcJI,False,2808,,2019-11-14T15:05:00Z,True,,1194994646448922624,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,623,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1304,"The Affordable Care Act
An assault weapons ban
The Violence Against Women Act

There is no one in this race who has… https://t.co/ju6Tjep4FU",False,3096,,2019-11-14T02:15:00Z,True,,1194800869373612032,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,607,False,False,,,"{'neg': 0.451, 'neu': 0.462, 'pos': 0.087, 'compound': -0.9246}",-0.9246,neg
1305,The American people deserve to know what Donald Trump is hiding in his tax returns.,False,31959,,2019-11-14T01:20:00Z,False,,1194787028077989888,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,4294,False,False,,,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1306,We cannot turn a blind eye to the atrocities President Trump continues to carry out at the border. This is not who… https://t.co/oh3U3mCHGW,False,2858,,2019-11-14T00:20:00Z,True,,1194771928541581313,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,769,False,False,,,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.3089}",0.3089,pos
1307,I will always choose hope over fear. https://t.co/InWLyqOPpL,False,3515,,2019-11-13T23:45:00Z,False,,1194763120696160256,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,525,False,False,,,"{'neg': 0.288, 'neu': 0.45, 'pos': 0.261, 'compound': -0.0772}",-0.0772,neg
1308,"You shouldn't be forced to give up the health insurance and benefits that you fought for. Under my plan, you will b… https://t.co/9riKUZAg59",False,2319,,2019-11-13T22:10:00Z,True,,1194739213427781633,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,508,False,False,,,"{'neg': 0.084, 'neu': 0.73, 'pos': 0.186, 'compound': 0.4176}",0.4176,pos
1309,This decision puts the health of the American people at risk — it’s unacceptable. We must get Donald Trump out of t… https://t.co/QTjbjxEdJc,False,1338,,2019-11-13T21:30:00Z,True,,1194729146582126593,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,366,False,False,,,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
1310,First Trump gave a green light to Erdogan to ethnically cleanse Kurds who helped us defeat ISIS. Now he welcomes Er… https://t.co/zBASTZ5wIL,False,14356,,2019-11-13T20:20:00Z,True,,1194711530874515456,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,3909,False,False,,,"{'neg': 0.121, 'neu': 0.769, 'pos': 0.109, 'compound': -0.0772}",-0.0772,neg
1311,"We have to lead the world by our example and make clear that human rights, civil rights, and civil liberties matter… https://t.co/2wD4Lse7Vs",False,1473,,2019-11-13T19:20:00Z,True,,1194696431409356800,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,333,False,False,,,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7096}",0.7096,pos
1312,"Every American deserves access to affordable, quality health care, and Obamacare’s open enrollment is happening now… https://t.co/pdmiVy9XYq",False,989,,2019-11-13T17:45:00Z,True,,1194672523750674433,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,370,False,False,,,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4939}",0.4939,pos
1313,The next president will face an enormous challenge of picking up the pieces of America’s foreign policy and salvagi… https://t.co/YrFKm3YgUM,False,3260,,2019-11-13T01:25:00Z,True,,1194425898465972226,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,720,False,False,,,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0772}",0.0772,pos
1314,Change starts at the local level — I learned that firsthand as a 28-year-old on the New Castle County Council. On… https://t.co/CAx5MRlLtZ,False,593,,2019-11-13T00:47:00Z,True,,1194416335637360642,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,163,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1315,"President Trump's erratic, impulsive decisions threaten our national security and set our world on edge. Every day… https://t.co/SYuJGPkOoM",False,7565,,2019-11-13T00:30:00Z,True,,1194412057560436737,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,1631,False,False,,,"{'neg': 0.124, 'neu': 0.762, 'pos': 0.114, 'compound': -0.0516}",-0.0516,neg
1316,The greed of drug companies fueled the opioid epidemic that has ravaged communities in every corner of the country.… https://t.co/5knjHeyVRO,False,1725,,2019-11-03T01:19:00Z,True,,1190800509868871681,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,382,False,False,,,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
1317,Our military deserves a commander-in-chief who ensures they have what they need when we send them into harm's way.… https://t.co/2uosKSiymV,False,2406,,2019-11-02T23:36:44Z,True,,1190774773854461952,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoeBiden,547,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1318,"No American should be denied shelter, medical care, or critical services because of who they are or who they love.… https://t.co/1wTWsP9OGZ",False,4047,,2019-11-02T23:05:33Z,True,,1190766925904859137,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoeBiden,857,False,False,,,"{'neg': 0.268, 'neu': 0.616, 'pos': 0.116, 'compound': -0.4939}",-0.4939,neg
1319,The majority of middle class Americans don't think their kids will have the same standard of living they have — tha… https://t.co/z53TrcXkqd,False,3236,,2019-11-02T22:21:07Z,True,,1190755746188791809,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,720,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1320,"Once Donald Trump is out of the way, there is nothing we can’t do. https://t.co/LBk2gxdaTr",False,10604,,2019-11-02T19:00:45Z,False,,1190705322295463937,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoeBiden,1792,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1321,"It all starts in Iowa, on February 3rd. Together, we're going to take this nation back from Donald Trump. https://t.co/9G1dQfBEzi",False,4140,,2019-11-02T17:23:09Z,False,,1190680760132481029,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,763,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1322,First thing I will do as president is rejoin the Paris Climate Accord and rally the world to push our progress furt… https://t.co/11EyDgQvVE,False,10051,,2019-11-02T14:22:20Z,True,,1190635254559711237,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,1519,False,False,,,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4215}",0.4215,pos
1323,"We can ensure every American has access to the quality, affordable health care they need — and we can do it without… https://t.co/hCiUWTCh7r",False,1953,,2019-11-02T02:54:00Z,True,,1190462029477416963,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,414,False,False,,,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7003}",0.7003,pos
1324,"We must get Donald Trump out of office. Once we do, the road is clear for significant change. #LJ19 https://t.co/OdaH2JXoik",False,7687,,2019-11-02T02:12:48Z,False,,1190451661887672320,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,1373,False,False,,,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.5267}",0.5267,pos
1325,"The #TeamJoe energy at tonight’s #LJ19 Celebration was incredible. With just 94 days until the Iowa Caucus, we need… https://t.co/M2HXJ59mVi",False,653,,2019-11-02T01:33:00Z,True,,1190441645273223168,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,151,False,False,,,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",0.2732,pos
1326,I’m about to take the stage at #LJ19 to discuss my bold vision for our nation and how we’ll beat Donald Trump. Tune… https://t.co/nttwQUraNJ,False,861,,2019-11-02T00:54:50Z,True,,1190432042477113346,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,146,False,False,,,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5574}",0.5574,pos
1327,Fired up for #LJ19. https://t.co/B4PhWJUlgO,False,1061,,2019-11-02T00:12:00Z,False,,1190421261010255873,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,180,False,False,,,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
1328,"Together, we will win Iowa, win this nomination, and beat Donald Trump. #LJ19

Join us: https://t.co/gnaFCACYrW https://t.co/qOJDxtVjjs",False,1615,,2019-11-01T23:49:00Z,False,,1190415472803627013,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,325,False,False,,,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8689}",0.8689,pos
1329,"In the wake of tragedy in his hometown, @BetoORourke responded with compassion and leadership, looking into the eye… https://t.co/2pqYOwtDMQ",False,53969,,2019-11-01T23:24:00Z,True,,1190409181406355457,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,5776,False,False,,,"{'neg': 0.18, 'neu': 0.697, 'pos': 0.123, 'compound': -0.34}",-0.34,neg
1330,"I’m about to join #TeamJoe at our #LJ19 Celebration Pre-Party in Des Moines, Iowa. Tune in to watch live: https://t.co/fHa6WSpU0n",False,777,,2019-11-01T22:09:29Z,False,,1190390428140331009,,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",JoeBiden,221,False,False,,,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",0.296,pos
1331,"The values of patriotism, friendship, and faith that Scranton instilled in me have defined my entire life — and the… https://t.co/CVuXlyUJa3",False,2085,,2019-11-01T21:15:00Z,True,,1190376717606674433,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,488,False,False,,,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.8126}",0.8126,pos
1332,"To every military family in our country: thank you, thank you, thank you. https://t.co/aFycPRFNoB",False,6884,,2019-11-01T20:38:00Z,False,,1190367406138560512,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,1173,False,False,,,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.7579}",0.7579,pos
1333,The next president will inherit a world in disarray. There’s no time for on-the-job training — I’ll be ready on day one.,False,25785,,2019-11-01T17:40:00Z,False,,1190322610850025472,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,3499,False,False,,,"{'neg': 0.097, 'neu': 0.793, 'pos': 0.11, 'compound': 0.0772}",0.0772,pos
1334,We must stop penalizing and criminalizing poverty. https://t.co/b50g289r7a,False,847,,2019-11-01T16:45:00Z,False,,1190308769806372864,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,247,False,False,,,"{'neg': 0.478, 'neu': 0.522, 'pos': 0.0, 'compound': -0.6705}",-0.6705,neg
1335,"When it comes to health care, many Americans can't afford to wait for far off promises. Obamacare's open enrollment… https://t.co/R0yAF3QsxO",False,1349,,2019-11-01T16:01:00Z,True,,1190297697003212800,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,410,False,False,,,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.7003}",0.7003,pos
1336,"Together, we will beat Donald Trump like a drum. #LJ19

Join us: https://t.co/gnaFCAUzju https://t.co/0LYg1TsGiN",False,4959,,2019-11-01T15:05:00Z,False,,1190283604074496000,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,846,False,False,,,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.5719}",0.5719,pos
1337,Donald Trump has no idea what it means to be a part of the middle class. I do. https://t.co/ewJ1ZKymG6,False,3320,,2019-10-23T19:28:13Z,False,,1187088353646333953,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,529,False,False,,,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1338,"Let’s be clear, this ban is dangerous and directly violates a woman's constitutional right to choose. We must stop… https://t.co/afZfYHKYYe",False,1781,,2019-10-23T19:22:00Z,True,,1187086789401559040,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,388,False,False,,,"{'neg': 0.377, 'neu': 0.531, 'pos': 0.092, 'compound': -0.8422}",-0.8422,neg
1339,"Rooted in Scranton, fortified in the halls of Congress, and proven in the White House — my values have never change… https://t.co/6p5CBXCEw9",False,5159,,2019-10-23T18:05:00Z,True,,1187067411960197120,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,1173,False,False,,,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4019}",0.4019,pos
1340,Let's get something straight — unions built the middle class. https://t.co/Zfp1rJP8NY,False,2796,,2019-10-23T16:56:00Z,False,,1187050047181119488,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,546,False,False,,,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2263}",0.2263,pos
1341,"We all want the same thing — a life of dignity and a fair shot at a better future.

Donald Trump isn't capable of u… https://t.co/dxShRAdj3H",False,5075,,2019-10-23T15:52:00Z,True,,1187033941238321152,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,883,False,False,,,"{'neg': 0.077, 'neu': 0.599, 'pos': 0.324, 'compound': 0.7198}",0.7198,pos
1342,"WATCH LIVE: Joe Biden Speaks in Scranton, Pennsylvania https://t.co/yNWHciXiGS",False,791,,2019-10-23T14:18:29Z,False,,1187010406406950914,,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",JoeBiden,236,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1343,"This morning, I’ll be in my hometown of Scranton, Pennsylvania, to discuss my plans to build a middle class where e… https://t.co/LnLgyXRJ28",False,1750,,2019-10-23T13:19:08Z,True,,1186995473112018946,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,295,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1344,"Once again, Putin and the Russians are interfering in the elections and trying to pick our president -- this time t… https://t.co/dDTDis71vT",False,7181,,2019-10-23T12:55:44Z,True,,1186989582182694922,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoeBiden,2067,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1345,This wasn’t the right word to use and I’m sorry about that. Trump on the other hand chose his words deliberately to… https://t.co/n3x4tmcNco,False,14961,,2019-10-23T02:23:20Z,True,,1186830433985748993,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoeBiden,3582,False,False,,,"{'neg': 0.051, 'neu': 0.824, 'pos': 0.125, 'compound': 0.4404}",0.4404,pos
1346,"The moral obligation of our time is to restore, rebuild, and respect the backbone of America—the middle class. That… https://t.co/A7TBMEmF92",False,11282,,2019-10-22T22:50:00Z,True,,1186776746428907521,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,1741,False,False,,,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6486}",0.6486,pos
1347,Our gun and domestic violence epidemics are linked — and we must take action to end them both. Leader McConnell sho… https://t.co/jvO1NiySpR,False,2209,,2019-10-22T20:45:00Z,True,,1186745289106972673,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,501,False,False,,,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.7579}",-0.7579,neg
1348,"Campbell is an incredible young man, and I’m proud to have played a small part in his journey.

To anyone working t… https://t.co/euEHd47g3L",False,3653,,2019-10-22T19:38:00Z,True,,1186728427845406720,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,905,False,False,,,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.6705}",0.6705,pos
1349,"There used to be a basic bargain in America—when your company did well, you shared in the prosperity. We must resto… https://t.co/B0cxs1uKB3",False,1770,,2019-10-22T18:15:00Z,True,,1186707540748275713,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,356,False,False,,,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6486}",0.6486,pos
1350,"Impeachment is not ""lynching,"" it is part of our Constitution. Our country has a dark, shameful history with lynchi… https://t.co/FoEcKwppfE",False,45522,,2019-10-22T17:10:22Z,True,,1186691273870233601,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoeBiden,7236,False,False,,,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
